Date,Gross domestic product,Personal consumption expenditures,:Goods,::Durable goods,::Nondurable goods,:Services,Gross private domestic investment,:Fixed investment,::Nonresidential,:::Structures,:::Equipment,:::Intellectual property products,::Residential,:Change in private inventories,Net exports of goods and services,:Exports,::Goods,::Services,:Imports,::Goods,::Services,Government consumption expenditures and gross investment,:Federal,::National defense,::Nondefense,:State and local
2001-03-31,10508121.0,7020383.0,2498883.0,926811.0,1572072.0,4521500.0,1967535.0,1998166.0,1501459.0,328287.0,751676.0,421496.0,496707.0,-30631.0,-391688.0,1096683.0,799304.0,297379.0,1488371.0,1265200.0,223171.0,1911891.0,652456.0,403416.0,249040.0,1259435.0
2001-06-30,10638384.0,7072101.0,2509685.0,919478.0,1590207.0,4562416.0,1966993.0,1978553.0,1467559.0,335115.0,716017.0,416427.0,510994.0,-11560.0,-359331.0,1054592.0,763955.0,290637.0,1413923.0,1189600.0,224323.0,1958621.0,666368.0,410292.0,256076.0,1292253.0
2001-09-30,10639486.0,7103358.0,2514890.0,923888.0,1591002.0,4588468.0,1937338.0,1967453.0,1445023.0,343228.0,692401.0,409394.0,522430.0,-30115.0,-366666.0,998510.0,717838.0,280672.0,1365176.0,1145838.0,219338.0,1965456.0,674856.0,416528.0,258328.0,1290600.0
2001-12-31,10701317.0,7216591.0,2577490.0,995881.0,1581609.0,4639101.0,1842681.0,1923510.0,1401460.0,312360.0,685974.0,403126.0,522050.0,-80829.0,-357048.0,957053.0,694236.0,262817.0,1314101.0,1106132.0,207969.0,1999093.0,683264.0,420668.0,262596.0,1315829.0
2002-03-31,10834445.0,7251359.0,2559548.0,974943.0,1584605.0,4691811.0,1910026.0,1910240.0,1371907.0,298574.0,671438.0,401895.0,538333.0,-214.0,-375263.0,973326.0,690509.0,282817.0,1348589.0,1123573.0,225016.0,2048323.0,714376.0,438688.0,275688.0,1333947.0
2002-06-30,10934752.0,7344494.0,2587830.0,979662.0,1608168.0,4756664.0,1925596.0,1906476.0,1351630.0,285287.0,660715.0,405628.0,554846.0,19120.0,-415978.0,1007493.0,718302.0,289191.0,1423471.0,1197710.0,225761.0,2080640.0,733060.0,450052.0,283008.0,1347580.0
2002-09-30,11037057.0,7433115.0,2620153.0,1003535.0,1616618.0,4812962.0,1927858.0,1902565.0,1343682.0,274216.0,658879.0,410587.0,558883.0,25293.0,-431634.0,1021602.0,729829.0,291773.0,1453236.0,1225338.0,227898.0,2107718.0,746164.0,459508.0,286656.0,1361554.0
2002-12-31,11103834.0,7507237.0,2626789.0,983333.0,1643456.0,4880448.0,1936499.0,1906696.0,1328379.0,273537.0,647528.0,407314.0,578317.0,29803.0,-482967.0,1007614.0,714006.0,293608.0,1490581.0,1250715.0,239866.0,2143065.0,768816.0,479128.0,289688.0,1374249.0
2003-03-31,11230078.0,7593530.0,2656515.0,974014.0,1682501.0,4937015.0,1960189.0,1929185.0,1327812.0,274815.0,642158.0,410839.0,601373.0,31004.0,-501593.0,1011490.0,722810.0,288680.0,1513083.0,1275085.0,237998.0,2177952.0,789276.0,490184.0,299092.0,1388676.0
2003-06-30,11370653.0,7684580.0,2676312.0,1007844.0,1668468.0,5008268.0,1970549.0,1970937.0,1359064.0,282217.0,660727.0,416120.0,611873.0,-388.0,-501364.0,1012331.0,724613.0,287718.0,1513695.0,1278603.0,235092.0,2216888.0,831412.0,526796.0,304616.0,1385476.0
2003-09-30,11625137.0,7845545.0,2765141.0,1042259.0,1722882.0,5080404.0,2048269.0,2040142.0,1388532.0,283059.0,679616.0,425857.0,651610.0,8127.0,-499917.0,1042523.0,739626.0,302897.0,1542440.0,1288030.0,254410.0,2231240.0,830484.0,522704.0,307780.0,1400756.0
2003-12-31,11816827.0,7938463.0,2788257.0,1045995.0,1742262.0,5150206.0,2132792.0,2094391.0,1411470.0,287228.0,693383.0,430859.0,682921.0,38401.0,-511744.0,1094772.0,778628.0,316144.0,1606516.0,1343051.0,263465.0,2257316.0,848060.0,539852.0,308208.0,1409256.0
2004-03-31,11988403.0,8076797.0,2841494.0,1062284.0,1779210.0,5235303.0,2155154.0,2106284.0,1400250.0,286993.0,680629.0,432628.0,706034.0,48870.0,-546643.0,1141286.0,803238.0,338048.0,1687929.0,1409992.0,277937.0,2303095.0,872540.0,554836.0,317704.0,1430555.0
2004-06-30,12181398.0,8186343.0,2873246.0,1071657.0,1801589.0,5313097.0,2259525.0,2183290.0,1440225.0,295164.0,709615.0,435446.0,743065.0,76235.0,-608021.0,1172310.0,829115.0,343195.0,1780331.0,1493470.0,286861.0,2343551.0,886748.0,564688.0,322060.0,1456803.0
2004-09-30,12367744.0,8312675.0,2910191.0,1084242.0,1825949.0,5402484.0,2311281.0,2248997.0,1485569.0,307920.0,731974.0,445675.0,763428.0,62284.0,-637979.0,1185987.0,840593.0,345394.0,1823966.0,1533097.0,290869.0,2381767.0,906884.0,585576.0,321308.0,1474883.0
2004-12-31,12562163.0,8464252.0,2976084.0,1101102.0,1874982.0,5488168.0,2380750.0,2312701.0,1526546.0,317144.0,754555.0,454847.0,786155.0,68049.0,-684036.0,1226443.0,864586.0,361857.0,1910479.0,1609694.0,300785.0,2401197.0,903344.0,575820.0,327524.0,1497853.0
2005-03-31,12813729.0,8573119.0,3006393.0,1110514.0,1895879.0,5566726.0,2475169.0,2375665.0,1560532.0,330764.0,764954.0,464814.0,815133.0,99504.0,-676782.0,1268200.0,890358.0,377842.0,1944982.0,1641999.0,302983.0,2442223.0,931224.0,596772.0,334452.0,1510999.0
2005-06-30,12974083.0,8723929.0,3057385.0,1140593.0,1916792.0,5666544.0,2469547.0,2438921.0,1595213.0,337887.0,782637.0,474689.0,843708.0,30626.0,-689086.0,1300133.0,924982.0,375151.0,1989219.0,1682209.0,307010.0,2469693.0,938160.0,605028.0,333132.0,1531533.0
2005-09-30,13205445.0,8888051.0,3125445.0,1145409.0,1980036.0,5762606.0,2527238.0,2509298.0,1633757.0,348319.0,805182.0,480256.0,875541.0,17940.0,-731395.0,1310884.0,929006.0,381878.0,2042279.0,1729122.0,313157.0,2521551.0,963112.0,623376.0,339736.0,1558439.0
2005-12-31,13381629.0,8991340.0,3131896.0,1112412.0,2019484.0,5859444.0,2636478.0,2546229.0,1656371.0,365609.0,810005.0,480757.0,889858.0,90249.0,-787480.0,1356376.0,961978.0,394398.0,2143856.0,1824160.0,319696.0,2541291.0,952784.0,607840.0,344944.0,1588507.0
2006-03-31,13648904.0,9134285.0,3191923.0,1153328.0,2038595.0,5942362.0,2699654.0,2625230.0,1729374.0,388992.0,851318.0,489064.0,895856.0,74424.0,-777220.0,1417188.0,1010027.0,407161.0,2194408.0,1855935.0,338473.0,2592185.0,995316.0,633452.0,361864.0,1596869.0
2006-06-30,13799794.0,9253742.0,3222316.0,1147013.0,2075303.0,6031426.0,2696951.0,2619666.0,1760965.0,410820.0,852398.0,497747.0,858701.0,77285.0,-781568.0,1463415.0,1040622.0,422793.0,2244983.0,1900192.0,344791.0,2630669.0,998720.0,641436.0,357284.0,1631949.0
2006-09-30,13908498.0,9374319.0,3267512.0,1157970.0,2109542.0,6106807.0,2684405.0,2607314.0,1793572.0,425856.0,857259.0,510457.0,813742.0,77091.0,-805590.0,1480136.0,1056951.0,423185.0,2285726.0,1941560.0,344166.0,2655364.0,1000388.0,638748.0,361640.0,1654976.0
2006-12-31,14066370.0,9453632.0,3261437.0,1166147.0,2095290.0,6192195.0,2641582.0,2602493.0,1821237.0,436675.0,863558.0,521004.0,781256.0,39089.0,-719401.0,1544523.0,1090674.0,453849.0,2263924.0,1900937.0,362987.0,2690557.0,1013532.0,655924.0,357608.0,1677025.0
2007-03-31,14233226.0,9591854.0,3302105.0,1173351.0,2128754.0,6289749.0,2634210.0,2614049.0,1864717.0,458076.0,876895.0,529746.0,749332.0,20161.0,-728479.0,1580470.0,1111529.0,468941.0,2308949.0,1942452.0,366497.0,2735641.0,1018312.0,654504.0,363808.0,1717329.0
2007-06-30,14422313.0,9700919.0,3351082.0,1184942.0,2166140.0,6349837.0,2671911.0,2624847.0,1907538.0,485284.0,888174.0,534080.0,717309.0,47064.0,-732975.0,1625070.0,1142225.0,482845.0,2358045.0,1981866.0,376179.0,2782458.0,1040768.0,672604.0,368164.0,1741690.0
2007-09-30,14569675.0,9799229.0,3374494.0,1190188.0,2184306.0,6424735.0,2658237.0,2609591.0,1937870.0,512612.0,887615.0,537643.0,671721.0,48646.0,-712113.0,1687522.0,1182860.0,504662.0,2399635.0,2015108.0,384527.0,2824322.0,1063860.0,690680.0,373180.0,1760462.0
2007-12-31,14685330.0,9910027.0,3418618.0,1190051.0,2228567.0,6491409.0,2610614.0,2588679.0,1972326.0,531744.0,890408.0,550174.0,616353.0,21935.0,-700597.0,1765432.0,1229065.0,536367.0,2466029.0,2075651.0,390378.0,2865286.0,1076148.0,697116.0,379032.0,1789138.0
2008-03-31,14668445.0,9974369.0,3406263.0,1152314.0,2253949.0,6568106.0,2527014.0,2547150.0,1981616.0,540221.0,878902.0,562493.0,565534.0,-20136.0,-756759.0,1814612.0,1280442.0,534170.0,2571371.0,2165223.0,406148.0,2923821.0,1110740.0,719744.0,390996.0,1813081.0
2008-06-30,14812974.0,10095765.0,3458756.0,1139845.0,2318911.0,6637009.0,2493261.0,2517180.0,1978748.0,553827.0,856874.0,568047.0,538432.0,-23919.0,-759427.0,1920458.0,1365182.0,555276.0,2679885.0,2264918.0,414967.0,2983375.0,1140468.0,741220.0,399248.0,1842907.0
2008-09-30,14842983.0,10124858.0,3450259.0,1101850.0,2348409.0,6674599.0,2435872.0,2454651.0,1947287.0,559336.0,822430.0,565521.0,507364.0,-18779.0,-773628.0,1923587.0,1375816.0,547771.0,2697215.0,2273738.0,423477.0,3055881.0,1179992.0,776644.0,403348.0,1875889.0
2008-12-31,14549949.0,9859595.0,3187522.0,1015118.0,2172404.0,6672073.0,2243111.0,2308259.0,1856181.0,556167.0,742390.0,557624.0,452078.0,-65148.0,-602442.0,1709112.0,1173774.0,535338.0,2311554.0,1893629.0,417925.0,3049685.0,1191224.0,778900.0,412324.0,1858461.0
2009-03-31,14383885.0,9770222.0,3136958.0,1012020.0,2124938.0,6633264.0,1972146.0,2117767.0,1712304.0,508028.0,658978.0,545298.0,405463.0,-145621.0,-393864.0,1519493.0,1012084.0,507409.0,1913357.0,1524334.0,389023.0,3035381.0,1182236.0,760232.0,422004.0,1853145.0
2009-06-30,14340417.0,9769750.0,3148385.0,1004758.0,2143627.0,6621365.0,1825890.0,2013811.0,1637505.0,455158.0,634376.0,547971.0,376306.0,-187921.0,-341722.0,1522743.0,1010910.0,511833.0,1864465.0,1478731.0,385734.0,3086499.0,1214628.0,785416.0,429212.0,1871871.0
2009-09-30,14384145.0,9890813.0,3244924.0,1045826.0,2199098.0,6645889.0,1786398.0,1992330.0,1600316.0,412726.0,639105.0,548485.0,392014.0,-205932.0,-405562.0,1596440.0,1074200.0,522240.0,2002002.0,1609001.0,393001.0,3112496.0,1233220.0,802808.0,430412.0,1879276.0
2009-12-31,14566511.0,9957093.0,3263510.0,1030669.0,2232841.0,6693583.0,1928031.0,1978836.0,1583648.0,376934.0,644775.0,561939.0,395188.0,-50805.0,-440601.0,1712284.0,1163272.0,549012.0,2152885.0,1749109.0,403776.0,3121988.0,1240656.0,804648.0,436008.0,1881332.0
2010-03-31,14681063.0,10044522.0,3304859.0,1040196.0,2264663.0,6739663.0,1989539.0,1977479.0,1594389.0,352420.0,682731.0,559238.0,383090.0,12060.0,-488704.0,1753227.0,1208680.0,544547.0,2241931.0,1838571.0,403360.0,3135706.0,1269188.0,811924.0,457264.0,1866518.0
2010-06-30,14888600.0,10137651.0,3325626.0,1064689.0,2260937.0,6812025.0,2092716.0,2042601.0,1641797.0,364495.0,719042.0,558260.0,400804.0,50115.0,-523229.0,1814026.0,1256434.0,557592.0,2337255.0,1928650.0,408605.0,3181462.0,1304568.0,829336.0,475232.0,1876894.0
2010-09-30,15057660.0,10233421.0,3362406.0,1075093.0,2287313.0,6871015.0,2164566.0,2043022.0,1677404.0,361101.0,751185.0,565118.0,365618.0,121544.0,-535014.0,1869845.0,1287987.0,581858.0,2404859.0,1984152.0,420707.0,3194687.0,1321636.0,846324.0,475312.0,1873051.0
2010-12-31,15230208.0,10393185.0,3458365.0,1102797.0,2355568.0,6934820.0,2156457.0,2094059.0,1719318.0,370149.0,774370.0,574799.0,374741.0,62398.0,-503682.0,1972239.0,1365267.0,606972.0,2475921.0,2047881.0,428040.0,3184248.0,1320064.0,843480.0,476584.0,1864184.0
2011-03-31,15238371.0,10523541.0,3533972.0,1115282.0,2418690.0,6989569.0,2123458.0,2097185.0,1722363.0,343159.0,798278.0,580926.0,374822.0,26273.0,-562477.0,2033325.0,1415987.0,617338.0,2595802.0,2172471.0,423331.0,3153849.0,1298088.0,823384.0,474704.0,1855761.0
2011-06-30,15460926.0,10651357.0,3587954.0,1112345.0,2475609.0,7063403.0,2212675.0,2149637.0,1768510.0,371317.0,809663.0,587530.0,381127.0,63038.0,-586949.0,2108323.0,1467674.0,640649.0,2695272.0,2251745.0,443527.0,3183843.0,1314856.0,844880.0,469976.0,1868987.0
2011-09-30,15587125.0,10754462.0,3613024.0,1123844.0,2489180.0,7141438.0,2228221.0,2243133.0,1854510.0,397126.0,861675.0,595709.0,388623.0,-14912.0,-572402.0,2142856.0,1487761.0,655095.0,2715258.0,2263593.0,451665.0,3176844.0,1305936.0,851464.0,454472.0,1870908.0
2011-12-31,15785312.0,10827855.0,3650897.0,1149842.0,2501055.0,7176958.0,2395169.0,2302520.0,1902933.0,414975.0,883326.0,604632.0,399587.0,92649.0,-598149.0,2140977.0,1496022.0,644955.0,2739126.0,2291113.0,448013.0,3160437.0,1294924.0,828024.0,466900.0,1865513.0
2012-03-31,15973881.0,10956230.0,3714386.0,1178771.0,2535615.0,7241844.0,2460780.0,2395341.0,1971527.0,439679.0,920438.0,611410.0,423813.0,65439.0,-614716.0,2169572.0,1511186.0,658386.0,2784288.0,2331375.0,452914.0,3171587.0,1300542.0,826410.0,474132.0,1871044.0
2012-06-30,16121851.0,11008347.0,3717199.0,1181585.0,2535614.0,7291148.0,2534772.0,2445519.0,2016163.0,455736.0,940730.0,619696.0,429356.0,89253.0,-580908.0,2199803.0,1529971.0,669832.0,2780712.0,2322676.0,458036.0,3159641.0,1293698.0,818771.0,474927.0,1865943.0
2012-09-30,16227939.0,11073602.0,3744736.0,1194180.0,2550556.0,7328866.0,2529927.0,2455858.0,2011721.0,452771.0,935387.0,623563.0,444137.0,74069.0,-535180.0,2209354.0,1537672.0,671682.0,2744535.0,2284654.0,459880.0,3159590.0,1296966.0,821489.0,475477.0,1862624.0
2012-12-31,16297349.0,11164329.0,3779993.0,1212906.0,2567087.0,7384335.0,2521337.0,2502925.0,2031238.0,443764.0,955199.0,632276.0,471687.0,18413.0,-531843.0,2214000.0,1525166.0,688834.0,2745842.0,2284593.0,461250.0,3143526.0,1278897.0,804606.0,474291.0,1864629.0
2013-03-31,16475440.0,11256655.0,3827626.0,1238366.0,2589260.0,7429028.0,2617589.0,2553959.0,2058263.0,439314.0,974278.0,644671.0,495697.0,63630.0,-519513.0,2242211.0,1537460.0,704751.0,2761724.0,2300095.0,461629.0,3120709.0,1245294.0,779630.0,465665.0,1875415.0
2013-06-30,16541390.0,11284541.0,3803643.0,1237193.0,2566451.0,7480898.0,2658133.0,2593589.0,2077056.0,454688.0,980409.0,641959.0,516533.0,64544.0,-514719.0,2253056.0,1544754.0,708302.0,2767775.0,2303308.0,464467.0,3113434.0,1231413.0,769963.0,461450.0,1882021.0
2013-09-30,16749349.0,11379103.0,3834650.0,1241430.0,2593220.0,7544453.0,2750833.0,2625323.0,2094205.0,476126.0,968568.0,649511.0,531118.0,125510.0,-492902.0,2274106.0,1558609.0,715497.0,2767008.0,2299233.0,467775.0,3112316.0,1220195.0,759295.0,460900.0,1892120.0
2013-12-31,16999888.0,11524398.0,3872160.0,1249781.0,2622379.0,7652238.0,2798629.0,2682684.0,2147881.0,484340.0,1007959.0,655582.0,534803.0,115944.0,-440885.0,2337059.0,1609839.0,727221.0,2777944.0,2303285.0,474659.0,3117746.0,1220930.0,759041.0,461889.0,1896816.0
2014-03-31,17031324.0,11640167.0,3904250.0,1258977.0,2645273.0,7735918.0,2780702.0,2736856.0,2194650.0,515483.0,1010318.0,668850.0,542206.0,43845.0,-516444.0,2339988.0,1597617.0,742371.0,2856432.0,2377860.0,478571.0,3126900.0,1216589.0,748820.0,467769.0,1910311.0
2014-06-30,17320921.0,11791944.0,3963905.0,1291538.0,2672367.0,7828039.0,2895013.0,2812311.0,2251490.0,537117.0,1038541.0,675832.0,560821.0,82702.0,-512654.0,2391261.0,1633417.0,757844.0,2903914.0,2416757.0,487158.0,3146617.0,1215453.0,747421.0,468032.0,1931165.0
2014-09-30,17622257.0,11941143.0,4000466.0,1309568.0,2690898.0,7940677.0,2992025.0,2893438.0,2316047.0,542285.0,1084973.0,688789.0,577391.0,98587.0,-489127.0,2388970.0,1631930.0,757040.0,2878097.0,2390680.0,487417.0,3178216.0,1228305.0,753563.0,474742.0,1949911.0
2014-12-31,17735933.0,12081421.0,4013192.0,1325451.0,2687741.0,8068229.0,2997870.0,2911058.0,2310859.0,555133.0,1052000.0,703726.0,600199.0,86812.0,-519811.0,2374374.0,1608716.0,765658.0,2894185.0,2398907.0,495278.0,3176453.0,1212248.0,732749.0,479500.0,1964205.0
2015-03-31,17874715.0,12142164.0,3975131.0,1341807.0,2633324.0,8167032.0,3094583.0,2945981.0,2328553.0,552661.0,1073362.0,702530.0,617428.0,148602.0,-538223.0,2289041.0,1520979.0,768062.0,2827264.0,2335386.0,491878.0,3176192.0,1218696.0,731705.0,486991.0,1957496.0
2015-06-30,18093224.0,12284199.0,4029589.0,1366736.0,2662853.0,8254610.0,3096327.0,2978207.0,2343221.0,556753.0,1073579.0,712889.0,634987.0,118119.0,-507064.0,2303945.0,1532797.0,771148.0,2811009.0,2313509.0,497499.0,3219762.0,1224916.0,735008.0,489909.0,1994846.0
2015-09-30,18227689.0,12407775.0,4067191.0,1376560.0,2690631.0,8340584.0,3115667.0,3010017.0,2353474.0,536247.0,1097304.0,719924.0,656543.0,105650.0,-530779.0,2256619.0,1489921.0,766698.0,2787398.0,2285021.0,502377.0,3235025.0,1222565.0,726766.0,495799.0,2012461.0
2015-12-31,18287226.0,12494889.0,4060722.0,1383446.0,2677276.0,8434167.0,3067743.0,2992341.0,2319731.0,504340.0,1083489.0,731902.0,672611.0,75402.0,-520103.0,2210060.0,1445120.0,764940.0,2730163.0,2228099.0,502063.0,3244697.0,1229869.0,732801.0,497068.0,2014828.0
2016-03-31,18325187.0,12571463.0,4046857.0,1382542.0,2664315.0,8524606.0,3031637.0,2989443.0,2291175.0,504618.0,1046205.0,740351.0,698268.0,42194.0,-526236.0,2166532.0,1407902.0,758630.0,2692768.0,2189297.0,503471.0,3248324.0,1227883.0,728919.0,498964.0,2020441.0
2016-06-30,18538039.0,12754994.0,4108501.0,1401087.0,2707414.0,8646492.0,3023118.0,3010930.0,2311194.0,508720.0,1044270.0,758204.0,699736.0,12189.0,-501567.0,2201807.0,1436080.0,765727.0,2703374.0,2197419.0,505955.0,3261494.0,1228220.0,726872.0,501348.0,2033275.0
2016-09-30,18729130.0,12899418.0,4134413.0,1420177.0,2714236.0,8765005.0,3047969.0,3031495.0,2329097.0,525618.0,1040945.0,762534.0,702399.0,16474.0,-492834.0,2248441.0,1472988.0,775453.0,2741274.0,2225194.0,516080.0,3274577.0,1234576.0,732291.0,502285.0,2040001.0
2016-12-31,18905545.0,13056900.0,4195903.0,1440218.0,2755685.0,8860998.0,3126179.0,3056725.0,2333714.0,525754.0,1044301.0,763659.0,723011.0,69454.0,-564320.0,2241485.0,1467171.0,774314.0,2805805.0,2285064.0,520741.0,3286786.0,1235435.0,727597.0,507838.0,2051351.0
2017-03-31,19057705.0,13191562.0,4230841.0,1443205.0,2787636.0,8960721.0,3128739.0,3128877.0,2383409.0,548424.0,1057605.0,777380.0,745468.0,-139.0,-582844.0,2295576.0,1514970.0,780606.0,2878420.0,2352964.0,525456.0,3320249.0,1244343.0,730237.0,514106.0,2075906.0
2017-06-30,19250009.0,13307021.0,4247204.0,1456586.0,2790618.0,9059818.0,3178149.0,3173297.0,2433551.0,562998.0,1082334.0,788219.0,739746.0,4852.0,-567236.0,2314899.0,1520898.0,794001.0,2882135.0,2350258.0,531877.0,3332074.0,1255849.0,741350.0,514499.0,2076225.0
